Date;Time;ArduinoMillis;EDA;IBI;RawPulse;FL;FR;RL;RR
2017-04-17;12:06:53:4958;4106;5;0;513;73;634;522;229;
2017-04-17;12:06:53:4959;4116;5;0;513;74;635;522;229;
2017-04-17;12:06:53:4960;4126;5;0;511;73;634;523;229;
2017-04-17;12:06:53:4960;4136;5;0;511;72;635;523;229;
2017-04-17;12:06:53:5246;4146;5;0;510;71;635;523;229;
2017-04-17;12:06:53:5247;4156;5;0;511;73;635;523;229;
2017-04-17;12:06:53:5733;4166;5;0;512;74;635;523;229;
2017-04-17;12:06:53:5733;4176;4;0;513;73;635;523;229;
2017-04-17;12:06:53:5733;4186;5;0;513;73;635;523;229;
2017-04-17;12:06:53:5733;4196;4;0;514;73;635;523;230;
2017-04-17;12:06:53:5733;4206;4;0;514;74;635;523;229;
2017-04-17;12:06:53:6071;4216;4;0;515;74;635;523;229;
2017-04-17;12:06:53:6071;4226;4;0;514;75;635;523;229;
2017-04-17;12:06:53:6071;4236;3;0;514;75;635;523;229;
2017-04-17;12:06:53:6071;4246;3;0;514;75;635;523;229;
2017-04-17;12:06:53:6235;4256;3;0;513;75;635;523;229;
2017-04-17;12:06:53:6405;4267;3;0;512;72;635;523;229;
2017-04-17;12:06:53:6406;4277;3;0;515;74;635;523;229;
2017-04-17;12:06:53:6607;4287;2;0;516;73;635;523;229;
2017-04-17;12:06:53:6608;4297;2;0;516;72;635;523;229;
2017-04-17;12:06:53:6954;4307;2;0;515;72;635;522;229;
2017-04-17;12:06:53:6955;4317;2;0;515;72;635;522;229;
2017-04-17;12:06:53:6955;4327;2;0;515;71;635;522;229;
2017-04-17;12:06:53:7302;4337;1;0;515;71;635;522;228;
2017-04-17;12:06:53:7303;4347;1;0;515;71;635;522;228;
2017-04-17;12:06:53:7303;4357;1;0;516;71;635;522;229;
2017-04-17;12:06:53:7304;4367;1;0;518;70;635;522;229;
2017-04-17;12:06:53:7618;4377;1;0;517;70;635;522;229;
2017-04-17;12:06:53:7618;4387;1;0;514;69;635;522;229;
2017-04-17;12:06:53:7619;4397;1;0;512;71;635;522;229;
2017-04-17;12:06:53:7911;4407;1;0;510;68;635;522;229;
2017-04-17;12:06:53:7911;4417;2;0;510;69;635;522;229;
2017-04-17;12:06:53:7912;4427;1;0;510;69;635;522;229;
2017-04-17;12:06:53:8273;4438;1;0;509;69;635;522;229;
2017-04-17;12:06:53:8273;4448;2;0;508;67;635;522;229;
2017-04-17;12:06:53:8273;4458;2;0;509;66;635;522;228;
2017-04-17;12:06:53:8273;4468;2;0;508;68;635;522;228;
2017-04-17;12:06:53:8583;4478;2;0;506;71;635;522;228;
2017-04-17;12:06:53:8583;4488;2;0;502;70;635;522;228;
2017-04-17;12:06:53:8903;4498;1;0;503;68;635;522;228;
2017-04-17;12:06:53:8905;4508;2;0;503;69;635;522;228;
2017-04-17;12:06:53:8905;4518;1;0;502;68;635;522;229;
2017-04-17;12:06:53:8906;4528;1;0;502;68;635;523;228;
2017-04-17;12:06:53:9224;4538;1;0;506;67;635;522;228;
2017-04-17;12:06:53:9224;4548;1;0;507;66;635;522;229;
2017-04-17;12:06:53:9224;4558;1;0;510;67;635;523;228;
2017-04-17;12:06:53:9466;4568;1;0;510;66;635;523;228;
2017-04-17;12:06:53:9466;4578;1;0;512;67;635;523;228;
2017-04-17;12:06:53:9784;4588;1;0;512;66;635;523;228;
2017-04-17;12:06:53:9784;4598;1;0;509;68;635;523;228;
2017-04-17;12:06:53:9785;4608;1;0;507;69;635;523;228;
2017-04-17;12:06:54:0128;4618;2;0;508;69;636;523;228;
2017-04-17;12:06:54:0129;4628;2;0;510;69;636;523;229;
2017-04-17;12:06:54:0129;4638;2;0;510;67;635;522;229;
2017-04-17;12:06:54:0129;4648;2;0;509;68;636;522;228;
2017-04-17;12:06:54:0441;4658;2;0;507;67;636;522;228;
2017-04-17;12:06:54:0442;4668;2;0;506;68;636;523;228;
2017-04-17;12:06:54:0442;4678;2;0;506;68;636;523;228;
2017-04-17;12:06:54:0771;4688;3;0;506;67;636;523;228;
2017-04-17;12:06:54:0771;4698;2;0;505;67;636;523;228;
2017-04-17;12:06:54:0771;4708;2;0;503;67;636;523;228;
2017-04-17;12:06:54:0771;4718;2;0;502;67;636;523;227;
2017-04-17;12:06:54:1100;4728;2;0;501;68;636;523;227;
2017-04-17;12:06:54:1100;4738;2;0;500;67;636;523;227;
2017-04-17;12:06:54:1101;4748;2;0;500;68;636;523;228;
2017-04-17;12:06:54:1390;4758;2;0;500;68;636;523;228;
2017-04-17;12:06:54:1391;4768;2;0;501;67;636;523;228;
2017-04-17;12:06:54:1391;4779;2;0;503;67;636;523;228;
2017-04-17;12:06:54:1625;4789;2;0;502;67;636;523;228;
2017-04-17;12:06:54:1626;4799;1;0;502;69;636;523;228;
2017-04-17;12:06:54:1912;4809;2;0;501;68;636;523;228;
2017-04-17;12:06:54:1912;4819;1;0;502;68;636;523;228;
2017-04-17;12:06:54:2221;4829;1;0;503;69;636;523;228;
2017-04-17;12:06:54:2221;4839;1;0;504;69;636;523;228;
2017-04-17;12:06:54:2221;4849;1;0;505;69;636;523;228;
2017-04-17;12:06:54:2221;4859;1;0;504;68;636;523;228;
2017-04-17;12:06:54:2391;4869;1;0;502;67;636;523;228;
2017-04-17;12:06:54:2600;4879;1;0;502;68;636;523;228;
2017-04-17;12:06:54:2600;4889;1;0;502;68;635;523;228;
2017-04-17;12:06:54:2932;4899;2;0;503;69;636;522;228;
2017-04-17;12:06:54:2933;4909;2;0;504;69;636;523;228;
2017-04-17;12:06:54:2933;4919;1;0;505;69;635;523;228;
2017-04-17;12:06:54:2933;4929;1;0;502;69;635;523;228;
2017-04-17;12:06:54:3293;4939;1;0;502;69;635;523;228;
2017-04-17;12:06:54:3293;4950;2;0;502;68;635;523;228;
2017-04-17;12:06:54:3293;4960;1;0;502;68;635;523;228;
2017-04-17;12:06:54:3600;4970;1;0;502;70;635;523;228;
2017-04-17;12:06:54:3600;4980;1;0;504;70;635;523;227;
2017-04-17;12:06:54:3601;4990;1;0;506;71;635;523;228;
2017-04-17;12:06:54:3601;5000;1;0;510;69;635;523;228;
2017-04-17;12:06:54:3906;5010;1;0;511;68;635;523;228;
2017-04-17;12:06:54:3906;5020;1;0;512;68;635;523;228;
2017-04-17;12:06:54:4079;5030;1;0;511;68;635;523;228;
2017-04-17;12:06:54:4082;5040;2;0;511;68;635;523;228;
2017-04-17;12:06:54:4436;5050;2;0;510;68;635;523;228;
2017-04-17;12:06:54:4436;5060;2;0;511;68;635;523;228;
2017-04-17;12:06:54:4437;5070;2;0;512;69;635;523;228;
2017-04-17;12:06:54:4437;5080;2;0;512;68;635;523;228;
2017-04-17;12:06:54:4738;5090;2;0;511;67;635;523;228;
2017-04-17;12:06:54:4738;5100;2;0;511;69;635;523;228;
2017-04-17;12:06:54:4738;5110;2;0;511;68;635;523;228;
2017-04-17;12:06:54:4912;5120;2;0;513;68;635;523;228;
2017-04-17;12:06:54:4912;5130;1;0;512;68;635;523;228;
2017-04-17;12:06:54:5274;5140;1;0;513;66;635;523;228;
2017-04-17;12:06:54:5274;5150;1;0;514;66;635;523;228;
2017-04-17;12:06:54:5274;5160;1;0;513;65;635;523;228;
2017-04-17;12:06:54:5585;5170;1;0;512;66;635;523;228;
2017-04-17;12:06:54:5585;5180;1;0;512;64;635;523;228;
2017-04-17;12:06:54:5585;5190;1;0;512;65;635;523;228;
2017-04-17;12:06:54:5910;5200;1;0;513;67;635;523;228;
2017-04-17;12:06:54:5910;5210;2;0;512;66;635;523;228;
2017-04-17;12:06:54:5910;5220;1;0;512;66;635;523;228;
2017-04-17;12:06:54:5910;5230;1;0;509;66;635;523;228;
2017-04-17;12:06:54:6085;5240;1;0;508;66;635;523;228;
2017-04-17;12:06:54:6444;5250;1;0;509;64;635;523;227;
2017-04-17;12:06:54:6446;5260;1;0;510;64;635;523;228;
2017-04-17;12:06:54:6447;5270;1;0;511;63;635;523;228;
2017-04-17;12:06:54:6447;5280;1;0;511;65;635;523;228;
2017-04-17;12:06:54:6768;5291;1;0;510;67;635;523;228;
2017-04-17;12:06:54:6768;5301;1;0;509;66;635;523;228;
2017-04-17;12:06:54:6768;5311;1;0;506;65;635;523;228;
2017-04-17;12:06:54:7099;5321;1;0;505;67;635;523;228;
2017-04-17;12:06:54:7099;5331;1;0;504;67;635;523;228;
2017-04-17;12:06:54:7099;5341;1;0;505;66;635;523;228;
2017-04-17;12:06:54:7422;5351;1;0;506;66;635;524;228;
2017-04-17;12:06:54:7422;5361;1;0;507;64;629;538;227;
2017-04-17;12:06:54:7422;5371;1;0;509;61;598;582;217;
2017-04-17;12:06:54:7422;5381;1;0;511;62;544;630;220;
2017-04-17;12:06:54:7596;5391;1;0;514;54;523;603;225;
2017-04-17;12:06:54:7915;5401;1;0;516;51;561;559;250;
2017-04-17;12:06:54:7916;5411;1;0;517;48;620;511;259;
2017-04-17;12:06:54:7916;5421;2;0;518;51;632;487;241;
2017-04-17;12:06:54:8221;5431;2;0;518;69;634;536;160;
2017-04-17;12:06:54:8221;5441;2;0;517;70;612;565;175;
2017-04-17;12:06:54:8221;5451;2;0;516;73;626;561;167;
2017-04-17;12:06:54:8221;5462;2;0;513;73;642;527;228;
2017-04-17;12:06:54:8461;5472;2;0;509;68;643;519;241;
2017-04-17;12:06:54:8462;5482;2;0;508;53;615;526;246;
2017-04-17;12:06:54:8783;5492;2;0;507;59;600;546;242;
2017-04-17;12:06:54:8783;5502;2;0;504;62;617;533;238;
2017-04-17;12:06:54:8784;5512;2;0;503;69;634;525;228;
2017-04-17;12:06:54:9116;5522;2;0;504;72;650;526;217;
2017-04-17;12:06:54:9117;5532;2;0;505;72;638;537;206;
2017-04-17;12:06:54:9117;5542;2;0;505;73;621;557;223;
2017-04-17;12:06:54:9439;5552;1;0;502;67;623;538;234;
2017-04-17;12:06:54:9439;5562;2;0;498;64;630;522;244;
2017-04-17;12:06:54:9439;5572;1;0;494;64;632;522;240;
2017-04-17;12:06:54:9439;5582;1;0;491;69;629;534;226;
2017-04-17;12:06:54:9749;5592;1;0;489;73;632;545;224;
2017-04-17;12:06:54:9750;5602;1;0;489;75;643;533;225;
2017-04-17;12:06:54:9750;5612;1;0;490;77;658;520;228;
2017-04-17;12:06:55:0061;5622;1;0;493;79;663;517;235;
2017-04-17;12:06:55:0061;5632;1;0;496;80;661;527;234;
2017-04-17;12:06:55:0061;5642;1;0;500;73;664;557;224;
2017-04-17;12:06:55:0237;5652;1;0;503;184;678;573;180;
2017-04-17;12:06:55:0237;5662;1;0;505;391;696;578;125;
2017-04-17;12:06:55:0589;5672;1;0;506;580;688;588;91;
2017-04-17;12:06:55:0589;5682;2;0;508;673;687;596;44;
2017-04-17;12:06:55:0589;5692;1;0;508;717;704;591;43;
2017-04-17;12:06:55:0904;5702;1;0;508;727;709;592;43;
2017-04-17;12:06:55:0904;5712;1;0;507;737;703;606;43;
2017-04-17;12:06:55:0904;5722;1;0;509;754;708;622;56;
2017-04-17;12:06:55:1075;5732;1;0;511;756;721;644;101;
2017-04-17;12:06:55:1075;5742;2;0;513;769;723;663;93;
2017-04-17;12:06:55:1434;5752;1;0;516;798;724;670;43;
2017-04-17;12:06:55:1435;5762;1;0;517;828;728;662;43;
2017-04-17;12:06:55:1436;5772;1;0;515;853;726;661;43;
2017-04-17;12:06:55:1436;5782;1;0;516;874;723;669;43;
2017-04-17;12:06:55:1746;5792;1;0;515;883;730;674;43;
2017-04-17;12:06:55:1746;5803;1;0;516;888;741;684;43;
2017-04-17;12:06:55:1746;5813;1;0;516;890;751;694;43;
2017-04-17;12:06:55:1919;5823;1;0;514;893;763;698;43;
2017-04-17;12:06:55:2291;5833;1;0;514;897;766;703;43;
2017-04-17;12:06:55:2291;5843;2;0;513;903;768;700;43;
2017-04-17;12:06:55:2291;5853;2;0;512;908;760;701;43;
2017-04-17;12:06:55:2292;5863;2;0;512;912;751;705;43;
2017-04-17;12:06:55:2632;5873;1;0;512;912;749;705;43;
2017-04-17;12:06:55:2632;5883;2;0;512;914;748;705;43;
2017-04-17;12:06:55:2632;5893;2;0;511;915;744;706;43;
2017-04-17;12:06:55:2949;5903;2;0;510;916;741;706;43;
2017-04-17;12:06:55:2949;5913;2;0;510;917;737;706;43;
2017-04-17;12:06:55:2949;5923;2;0;510;918;731;707;43;
2017-04-17;12:06:55:2949;5933;2;0;511;918;726;708;43;
2017-04-17;12:06:55:3265;5943;2;0;511;919;730;711;43;
2017-04-17;12:06:55:3266;5953;1;0;513;919;739;713;43;
2017-04-17;12:06:55:3266;5963;1;0;513;920;746;716;43;
2017-04-17;12:06:55:3590;5974;2;0;516;920;750;719;43;
2017-04-17;12:06:55:3590;5984;1;0;523;920;749;720;43;
2017-04-17;12:06:55:3590;5994;2;0;528;920;748;721;43;
2017-04-17;12:06:55:3904;6004;3;0;527;919;749;721;43;
2017-04-17;12:06:55:3904;6014;2;0;527;917;751;724;43;
2017-04-17;12:06:55:3905;6024;2;0;530;916;754;727;43;
2017-04-17;12:06:55:4079;6034;2;0;533;913;757;728;43;
2017-04-17;12:06:55:4079;6044;2;0;532;910;759;730;43;
2017-04-17;12:06:55:4430;6054;2;0;527;909;757;728;43;
2017-04-17;12:06:55:4430;6064;2;0;523;906;755;723;43;
2017-04-17;12:06:55:4431;6074;1;0;520;903;749;715;43;
2017-04-17;12:06:55:4743;6084;1;0;520;896;746;709;43;
2017-04-17;12:06:55:4744;6094;1;0;521;884;745;706;43;
2017-04-17;12:06:55:4744;6104;2;0;521;868;747;698;43;
2017-04-17;12:06:55:4744;6114;1;0;520;845;749;686;43;
2017-04-17;12:06:55:4916;6124;1;0;518;821;750;680;43;
2017-04-17;12:06:55:5275;6134;1;0;517;787;749;673;43;
2017-04-17;12:06:55:5275;6144;1;0;518;740;749;664;89;
2017-04-17;12:06:55:5275;6154;1;0;516;623;748;658;125;
2017-04-17;12:06:55:5275;6164;1;0;515;402;743;646;147;
2017-04-17;12:06:55:5581;6174;1;0;513;148;733;628;206;
2017-04-17;12:06:55:5581;6184;1;0;512;94;707;616;222;
2017-04-17;12:06:55:5581;6194;2;0;512;86;682;602;229;
2017-04-17;12:06:55:5847;6204;2;0;511;83;659;587;244;
2017-04-17;12:06:55:5847;6214;1;0;513;86;653;584;244;
2017-04-17;12:06:55:5848;6224;2;0;516;88;656;585;230;
2017-04-17;12:06:55:6150;6234;2;0;520;87;661;588;223;
2017-04-17;12:06:55:6151;6244;2;0;523;89;669;588;217;
2017-04-17;12:06:55:6466;6254;2;0;524;86;672;588;217;
2017-04-17;12:06:55:6466;6264;3;0;524;86;668;588;221;
2017-04-17;12:06:55:6466;6274;3;0;523;83;658;581;227;
2017-04-17;12:06:55:6466;6284;3;0;521;79;648;576;230;
2017-04-17;12:06:55:6822;6294;3;0;520;80;643;573;232;
2017-04-17;12:06:55:6823;6304;3;0;518;84;646;573;228;
2017-04-17;12:06:55:6823;6315;3;0;518;83;657;575;225;
2017-04-17;12:06:55:7147;6325;3;0;518;89;662;576;223;
2017-04-17;12:06:55:7147;6335;2;0;520;88;662;577;224;
2017-04-17;12:06:55:7147;6345;3;0;521;84;659;575;227;
2017-04-17;12:06:55:7466;6355;2;0;521;84;652;567;229;
2017-04-17;12:06:55:7467;6365;3;0;518;87;643;563;230;
2017-04-17;12:06:55:7467;6375;2;0;517;90;643;562;231;
2017-04-17;12:06:55:7702;6385;2;0;515;90;647;566;230;
2017-04-17;12:06:55:7702;6395;1;0;515;91;655;569;227;
2017-04-17;12:06:55:7703;6405;2;0;514;91;657;569;224;
2017-04-17;12:06:55:7993;6415;1;0;513;91;657;568;225;
2017-04-17;12:06:55:7994;6425;2;0;513;91;650;562;228;
2017-04-17;12:06:55:7994;6435;1;0;514;90;644;561;229;
2017-04-17;12:06:55:8302;6445;1;0;513;91;643;559;229;
2017-04-17;12:06:55:8303;6455;1;0;512;94;644;559;229;
2017-04-17;12:06:55:8303;6465;1;0;513;94;649;560;230;
2017-04-17;12:06:55:8473;6475;1;0;514;95;652;561;229;
2017-04-17;12:06:55:8474;6486;2;0;517;96;653;562;228;
2017-04-17;12:06:55:8842;6496;1;0;521;97;650;560;229;
2017-04-17;12:06:55:8843;6506;2;0;524;95;648;556;231;
2017-04-17;12:06:55:8843;6516;1;0;526;93;644;551;231;
2017-04-17;12:06:55:9143;6526;1;0;527;93;642;556;232;
2017-04-17;12:06:55:9144;6536;1;0;527;97;644;557;232;
2017-04-17;12:06:55:9144;6546;1;0;527;97;648;557;230;
2017-04-17;12:06:55:9461;6556;1;0;529;96;652;556;229;
2017-04-17;12:06:55:9462;6566;2;0;529;94;654;559;230;
2017-04-17;12:06:55:9462;6576;1;0;528;89;659;559;232;
2017-04-17;12:06:55:9717;6586;1;0;527;90;671;550;233;
2017-04-17;12:06:55:9718;6596;1;0;526;89;706;537;233;
2017-04-17;12:06:55:9718;6606;2;0;527;88;735;518;247;
2017-04-17;12:06:56:0022;6616;1;0;527;87;748;485;252;
2017-04-17;12:06:56:0022;6626;2;0;528;79;753;476;234;
2017-04-17;12:06:56:0023;6636;2;0;528;75;756;479;242;
2017-04-17;12:06:56:0345;6646;2;0;530;74;757;482;245;
2017-04-17;12:06:56:0346;6656;3;0;532;75;758;483;247;
2017-04-17;12:06:56:0346;6666;3;0;534;64;760;489;244;
2017-04-17;12:06:56:0624;6676;2;0;535;65;766;491;246;
2017-04-17;12:06:56:0624;6686;2;0;534;69;781;486;246;
2017-04-17;12:06:56:0625;6696;2;0;533;70;803;478;246;
2017-04-17;12:06:56:0803;6706;2;0;532;71;821;475;253;
2017-04-17;12:06:56:0804;6716;2;0;531;76;836;474;256;
2017-04-17;12:06:56:1156;6726;2;0;531;79;849;477;257;
2017-04-17;12:06:56:1156;6736;1;0;529;83;862;466;255;
2017-04-17;12:06:56:1156;6746;2;0;529;85;870;451;265;
2017-04-17;12:06:56:1504;6756;1;0;530;87;874;442;264;
2017-04-17;12:06:56:1504;6766;2;0;532;85;877;436;265;
2017-04-17;12:06:56:1504;6776;1;0;535;81;879;439;266;
2017-04-17;12:06:56:1504;6786;2;0;536;83;882;440;265;
2017-04-17;12:06:56:1782;6796;2;0;538;84;884;439;263;
2017-04-17;12:06:56:1782;6806;2;0;540;87;886;444;263;
2017-04-17;12:06:56:1782;6816;1;0;541;89;886;445;264;
2017-04-17;12:06:56:2026;6827;2;0;540;89;884;449;263;
2017-04-17;12:06:56:2026;6837;1;0;543;85;881;452;263;
2017-04-17;12:06:56:2312;6847;1;0;542;86;879;451;266;
2017-04-17;12:06:56:2312;6857;2;0;543;81;877;450;267;
2017-04-17;12:06:56:2312;6867;2;0;543;80;874;453;267;
2017-04-17;12:06:56:2479;6877;1;0;543;76;873;455;268;
2017-04-17;12:06:56:2480;6887;1;0;542;78;872;455;268;
2017-04-17;12:06:56:2834;6897;1;0;542;77;870;454;268;
2017-04-17;12:06:56:2834;6907;1;0;540;75;866;455;266;
2017-04-17;12:06:56:2835;6917;1;0;540;76;860;458;268;
2017-04-17;12:06:56:3142;6927;1;0;539;76;851;462;266;
2017-04-17;12:06:56:3143;6937;1;0;538;74;840;467;247;
2017-04-17;12:06:56:3143;6947;1;0;537;75;823;471;244;
2017-04-17;12:06:56:3315;6957;1;0;536;74;799;475;241;
2017-04-17;12:06:56:3315;6967;2;0;534;73;776;480;236;
2017-04-17;12:06:56:3676;6977;2;0;533;74;760;490;235;
2017-04-17;12:06:56:3676;6987;2;0;531;75;746;495;233;
2017-04-17;12:06:56:3676;6998;1;0;531;77;727;499;231;
2017-04-17;12:06:56:3979;7008;2;0;532;78;706;505;251;
2017-04-17;12:06:56:3980;7018;2;0;532;80;703;507;245;
2017-04-17;12:06:56:3980;7028;3;0;532;81;712;506;239;
2017-04-17;12:06:56:4305;7038;2;0;530;81;715;508;239;
2017-04-17;12:06:56:4305;7048;3;0;529;80;709;508;240;
2017-04-17;12:06:56:4305;7058;2;0;528;77;694;511;243;
2017-04-17;12:06:56:4306;7068;2;0;530;79;692;512;242;
2017-04-17;12:06:56:4475;7078;2;0;535;79;697;511;242;
2017-04-17;12:06:56:4838;7088;2;0;537;80;699;510;243;
2017-04-17;12:06:56:4838;7098;1;0;539;80;694;513;241;
2017-04-17;12:06:56:4839;7108;1;0;539;81;687;515;228;
2017-04-17;12:06:56:4839;7118;1;0;540;81;692;516;228;
2017-04-17;12:06:56:5144;7128;1;0;540;80;696;518;228;
2017-04-17;12:06:56:5144;7138;2;0;540;78;695;518;229;
2017-04-17;12:06:56:5144;7148;2;0;540;75;678;518;239;
2017-04-17;12:06:56:5318;7158;1;0;541;76;673;518;237;
2017-04-17;12:06:56:5318;7168;2;0;540;77;680;522;229;
2017-04-17;12:06:56:5693;7178;2;0;538;80;687;522;229;
2017-04-17;12:06:56:5693;7188;2;0;534;77;687;523;229;
2017-04-17;12:06:56:5694;7198;1;0;534;75;676;522;230;
2017-04-17;12:06:56:5979;7208;1;0;532;75;673;522;230;
2017-04-17;12:06:56:5979;7218;2;0;530;77;676;522;229;
2017-04-17;12:06:56:5980;7228;2;0;528;77;680;522;230;
2017-04-17;12:06:56:6303;7238;2;0;527;78;675;522;231;
2017-04-17;12:06:56:6303;7248;1;0;526;78;670;523;230;
2017-04-17;12:06:56:6304;7258;1;0;525;78;671;523;229;
2017-04-17;12:06:56:6304;7268;2;0;524;81;676;523;228;
2017-04-17;12:06:56:6473;7278;1;0;523;76;678;523;231;
2017-04-17;12:06:56:6839;7288;1;0;517;77;671;524;231;
2017-04-17;12:06:56:6839;7298;1;0;513;76;667;524;231;
2017-04-17;12:06:56:6839;7308;1;0;511;80;659;523;230;
2017-04-17;12:06:56:6840;7318;2;0;511;80;650;520;228;
2017-04-17;12:06:56:7148;7328;2;0;508;82;647;531;226;
2017-04-17;12:06:56:7148;7339;2;0;504;83;674;555;231;
2017-04-17;12:06:56:7148;7349;2;0;500;87;709;566;243;
2017-04-17;12:06:56:7461;7359;2;0;497;93;739;596;245;
2017-04-17;12:06:56:7462;7369;2;0;495;95;756;624;252;
2017-04-17;12:06:56:7462;7379;2;0;493;135;768;640;253;
2017-04-17;12:06:56:7699;7389;2;0;490;194;771;656;252;
2017-04-17;12:06:56:7699;7399;3;0;488;209;769;669;251;
2017-04-17;12:06:56:8024;7409;2;0;484;201;765;677;254;
2017-04-17;12:06:56:8024;7419;2;0;483;200;757;681;255;
2017-04-17;12:06:56:8024;7429;3;0;485;206;755;685;255;
2017-04-17;12:06:56:8025;7439;3;0;488;231;757;691;255;
2017-04-17;12:06:56:8305;7449;3;0;492;246;758;698;255;
2017-04-17;12:06:56:8306;7459;2;0;495;267;759;709;256;
2017-04-17;12:06:56:8306;7469;2;0;497;292;764;721;256;
2017-04-17;12:06:56:8481;7479;3;0;500;318;768;727;253;
2017-04-17;12:06:56:8837;7489;3;0;502;307;768;736;233;
2017-04-17;12:06:56:8839;7499;3;0;503;263;765;742;234;
2017-04-17;12:06:56:8839;7510;3;0;505;230;763;747;235;
2017-04-17;12:06:56:8840;7520;2;0;505;222;764;749;235;
2017-04-17;12:06:56:9141;7530;2;0;505;232;766;753;236;
2017-04-17;12:06:56:9141;7540;3;0;506;259;767;756;234;
2017-04-17;12:06:56:9141;7550;2;0;507;293;768;761;233;
2017-04-17;12:06:56:9316;7560;2;0;509;304;768;765;232;
2017-04-17;12:06:56:9317;7570;3;0;510;302;768;768;236;
2017-04-17;12:06:56:9701;7580;2;0;511;291;768;771;236;
2017-04-17;12:06:56:9701;7590;3;0;514;270;765;776;238;
2017-04-17;12:06:56:9702;7600;3;0;516;258;762;782;240;
2017-04-17;12:06:57:0003;7610;4;0;517;259;760;785;242;
2017-04-17;12:06:57:0003;7620;4;0;517;255;759;787;240;
2017-04-17;12:06:57:0004;7630;4;0;516;237;753;790;241;
2017-04-17;12:06:57:0304;7640;4;0;517;201;744;791;241;
2017-04-17;12:06:57:0304;7650;4;0;520;131;729;792;252;
2017-04-17;12:06:57:0304;7660;5;0;523;123;716;793;257;
2017-04-17;12:06:57:0304;7670;5;0;524;119;704;795;258;
2017-04-17;12:06:57:0475;7680;5;0;523;96;693;794;257;
2017-04-17;12:06:57:0837;7690;4;0;521;95;691;793;260;
2017-04-17;12:06:57:0837;7700;4;0;521;96;694;793;259;
2017-04-17;12:06:57:0837;7710;3;0;521;95;693;793;261;
2017-04-17;12:06:57:0837;7720;3;0;521;89;670;792;259;
2017-04-17;12:06:57:1008;7730;3;0;521;82;653;792;261;
2017-04-17;12:06:57:1354;7740;3;0;521;77;631;790;265;
2017-04-17;12:06:57:1355;7750;3;0;521;64;613;786;266;
2017-04-17;12:06:57:1355;7760;2;0;518;65;605;780;265;
2017-04-17;12:06:57:1355;7770;2;0;515;66;601;775;265;
2017-04-17;12:06:57:1667;7780;2;0;511;64;597;763;266;
2017-04-17;12:06:57:1667;7790;3;0;508;64;601;755;262;
2017-04-17;12:06:57:1667;7800;2;0;507;66;609;746;258;
2017-04-17;12:06:57:1984;7810;2;0;508;70;616;734;234;
2017-04-17;12:06:57:1984;7820;3;0;507;77;619;726;232;
2017-04-17;12:06:57:1984;7830;3;0;504;81;622;709;234;
2017-04-17;12:06:57:2156;7840;3;0;503;83;631;685;234;
2017-04-17;12:06:57:2156;7851;3;0;501;81;651;667;233;
2017-04-17;12:06:57:2522;7861;3;0;501;83;659;651;255;
2017-04-17;12:06:57:2522;7871;3;0;500;86;657;644;256;
2017-04-17;12:06:57:2523;7881;3;0;498;86;659;631;252;
2017-04-17;12:06:57:2825;7891;3;0;500;86;669;614;256;
2017-04-17;12:06:57:2825;7901;3;0;502;87;672;601;252;
2017-04-17;12:06:57:2825;7911;3;0;503;87;672;602;253;
2017-04-17;12:06:57:3144;7921;3;0;503;87;664;606;253;
2017-04-17;12:06:57:3144;7931;3;0;504;85;663;601;252;
2017-04-17;12:06:57:3145;7941;3;0;510;85;670;586;253;
2017-04-17;12:06:57:3145;7951;3;0;514;86;674;583;251;
2017-04-17;12:06:57:3315;7961;3;0;516;86;673;582;245;
2017-04-17;12:06:57:3671;7971;3;0;518;86;668;586;246;
2017-04-17;12:06:57:3672;7981;3;0;519;85;668;585;251;
2017-04-17;12:06:57:3672;7991;3;0;519;86;669;587;244;
2017-04-17;12:06:57:3672;8001;3;0;519;87;672;609;230;
2017-04-17;12:06:57:3984;8011;2;0;519;88;698;599;227;
2017-04-17;12:06:57:3984;8022;2;0;521;90;741;556;230;
2017-04-17;12:06:57:3985;8032;2;0;521;91;767;539;230;
2017-04-17;12:06:57:4302;8042;2;0;521;97;774;536;226;
2017-04-17;12:06:57:4303;8052;2;0;520;237;768;580;200;
2017-04-17;12:06:57:4303;8062;3;0;517;355;756;622;193;
2017-04-17;12:06:57:4473;8072;2;0;513;430;763;618;153;
2017-04-17;12:06:57:4474;8082;3;0;508;468;769;614;153;
2017-04-17;12:06:57:4838;8092;3;0;505;406;765;639;210;
2017-04-17;12:06:57:4839;8102;4;0;504;309;736;686;217;
2017-04-17;12:06:57:4839;8112;3;0;504;261;720;705;231;
2017-04-17;12:06:57:5145;8122;4;0;504;294;748;707;235;
2017-04-17;12:06:57:5145;8132;4;0;504;372;773;693;228;
2017-04-17;12:06:57:5145;8142;4;0;504;383;781;689;228;
2017-04-17;12:06:57:5145;8152;4;0;505;342;779;693;236;
2017-04-17;12:06:57:5317;8162;4;0;508;290;773;699;239;
2017-04-17;12:06:57:5677;8172;4;0;511;301;782;687;238;
2017-04-17;12:06:57:5677;8182;4;0;512;273;796;668;237;
2017-04-17;12:06:57:5677;8192;3;0;512;238;794;670;242;
2017-04-17;12:06:57:5677;8202;3;0;508;203;783;683;258;
2017-04-17;12:06:57:5982;8212;3;0;506;255;782;689;256;
