Date;Time;ArduinoMillis;EDA;IBI;RawPulse;FSR1;FRS2;FSR3;FSR4
2017-04-13;10:05:55:3804;1325;10;0;507;69;0;1;0;
2017-04-13;10:05:55:3804;1335;3;0;508;67;0;0;0;
2017-04-13;10:05:55:3996;1345;21;0;505;69;0;0;0;
2017-04-13;10:05:55:4131;1355;7;0;504;66;0;0;0;
2017-04-13;10:05:55:4136;1366;2;0;504;66;0;0;0;
2017-04-13;10:05:55:4301;1376;2;0;504;67;0;0;0;
2017-04-13;10:05:55:4466;1386;6;0;506;67;0;0;0;
2017-04-13;10:05:55:4466;1396;0;0;505;64;0;0;0;
2017-04-13;10:05:55:4636;1406;2;0;505;68;0;0;0;
2017-04-13;10:05:55:4636;1416;0;0;506;67;0;0;0;
2017-04-13;10:05:55:4796;1426;0;0;505;62;0;0;0;
2017-04-13;10:05:55:4962;1436;0;0;506;66;0;0;0;
2017-04-13;10:05:55:4962;1446;0;0;506;65;0;0;0;
2017-04-13;10:05:55:5126;1456;0;0;506;69;0;0;0;
2017-04-13;10:05:55:5126;1466;6;0;506;64;0;3;0;
2017-04-13;10:05:55:5297;1476;7;0;505;68;0;1;0;
2017-04-13;10:05:55:5456;1486;3;0;505;67;0;1;0;
2017-04-13;10:05:55:5456;1496;0;0;504;66;0;0;0;
2017-04-13;10:05:55:5625;1507;0;0;503;64;0;0;2;
2017-04-13;10:05:55:5789;1517;19;0;504;64;0;0;0;
2017-04-13;10:05:55:5789;1527;0;0;503;66;1;0;0;
2017-04-13;10:05:55:5954;1537;0;0;504;66;0;0;0;
2017-04-13;10:05:55:5954;1547;0;0;506;65;0;0;1;
2017-04-13;10:05:55:6125;1557;12;0;507;70;0;0;0;
2017-04-13;10:05:55:6125;1567;24;0;507;70;0;0;0;
2017-04-13;10:05:55:6290;1577;0;0;505;67;0;0;0;
2017-04-13;10:05:55:6455;1587;0;0;501;66;2;0;0;
2017-04-13;10:05:55:6455;1597;4;0;498;62;0;3;0;
2017-04-13;10:05:55:6620;1607;20;0;494;66;1;0;0;
2017-04-13;10:05:55:6620;1617;0;0;492;66;0;0;0;
2017-04-13;10:05:55:6782;1627;22;0;489;69;0;0;0;
2017-04-13;10:05:55:6952;1637;0;0;488;65;0;0;0;
2017-04-13;10:05:55:6952;1647;0;0;486;67;0;0;0;
2017-04-13;10:05:55:7131;1657;18;0;485;63;0;0;0;
2017-04-13;10:05:55:7131;1667;0;0;485;71;0;0;0;
2017-04-13;10:05:55:7284;1677;6;0;485;68;0;0;0;
2017-04-13;10:05:55:7448;1687;11;0;483;64;0;4;0;
2017-04-13;10:05:55:7453;1697;4;0;482;63;0;0;0;
2017-04-13;10:05:55:7612;1707;3;0;480;62;0;0;0;
2017-04-13;10:05:55:7612;1717;7;0;477;66;0;0;0;
2017-04-13;10:05:55:7780;1727;1;0;473;66;1;0;1;
2017-04-13;10:05:55:7944;1737;0;0;468;64;0;0;0;
2017-04-13;10:05:55:7944;1747;6;0;464;66;0;0;0;
2017-04-13;10:05:55:8109;1757;0;0;460;63;0;0;0;
2017-04-13;10:05:55:8273;1767;14;0;459;70;0;0;0;
2017-04-13;10:05:55:8278;1777;0;0;458;64;0;1;0;
2017-04-13;10:05:55:8439;1787;5;0;460;64;0;0;1;
2017-04-13;10:05:55:8439;1797;5;0;461;64;0;0;0;
2017-04-13;10:05:55:8605;1807;9;0;463;63;0;0;0;
2017-04-13;10:05:55:8774;1817;4;0;468;63;0;0;0;
2017-04-13;10:05:55:8774;1827;4;0;471;64;0;3;0;
2017-04-13;10:05:55:8946;1837;0;0;473;62;0;0;0;
2017-04-13;10:05:55:8946;1847;7;0;478;64;0;0;0;
2017-04-13;10:05:55:9105;1857;7;0;484;65;0;0;1;
2017-04-13;10:05:55:9272;1867;5;0;490;66;0;2;0;
2017-04-13;10:05:55:9272;1878;0;0;496;69;0;0;0;
2017-04-13;10:05:55:9436;1888;32;0;505;64;0;0;0;
2017-04-13;10:05:55:9600;1898;0;1893;513;65;0;0;0;
2017-04-13;10:05:55:9600;1908;9;0;518;67;0;0;0;
2017-04-13;10:05:55:9767;1918;0;0;522;65;0;0;0;
2017-04-13;10:05:55:9767;1928;18;0;524;66;0;0;1;
2017-04-13;10:05:55:9934;1938;0;0;525;61;0;0;0;
2017-04-13;10:05:55:9934;1948;13;0;524;67;0;0;0;
2017-04-13;10:05:56:0124;1958;6;0;523;66;0;0;0;
2017-04-13;10:05:56:0265;1968;29;0;523;69;0;3;0;
2017-04-13;10:05:56:0265;1978;17;0;523;68;0;0;0;
2017-04-13;10:05:56:0430;1988;15;0;522;66;0;0;0;
2017-04-13;10:05:56:0430;1998;1;0;522;65;0;0;0;
2017-04-13;10:05:56:0595;2008;4;0;521;68;0;0;0;
2017-04-13;10:05:56:0763;2018;0;0;521;63;0;0;0;
2017-04-13;10:05:56:0763;2028;19;0;523;66;0;3;0;
2017-04-13;10:05:56:0927;2038;2;0;523;64;0;0;0;
2017-04-13;10:05:56:0927;2048;7;0;521;67;0;0;0;
2017-04-13;10:05:56:1091;2058;11;0;519;65;0;0;0;
2017-04-13;10:05:56:1260;2068;29;0;519;64;0;0;0;
2017-04-13;10:05:56:1260;2078;0;0;519;63;0;0;0;
2017-04-13;10:05:56:1426;2088;19;0;519;66;0;1;0;
2017-04-13;10:05:56:1426;2098;0;0;519;67;0;0;0;
2017-04-13;10:05:56:1590;2108;15;0;518;66;0;0;0;
2017-04-13;10:05:56:1755;2118;0;0;516;65;0;0;0;
2017-04-13;10:05:56:1755;2128;12;0;517;65;0;0;0;
2017-04-13;10:05:56:1920;2138;0;0;518;65;0;0;0;
2017-04-13;10:05:56:2085;2148;0;0;520;65;0;0;0;
2017-04-13;10:05:56:2085;2158;3;0;520;61;0;0;0;
2017-04-13;10:05:56:2252;2168;5;0;520;65;0;4;1;
2017-04-13;10:05:56:2252;2178;0;0;520;69;0;0;0;
2017-04-13;10:05:56:2416;2188;7;0;521;64;0;0;0;
2017-04-13;10:05:56:2583;2198;0;0;521;62;0;0;0;
2017-04-13;10:05:56:2583;2208;5;0;518;67;0;0;0;
2017-04-13;10:05:56:2749;2219;0;0;515;65;0;0;0;
2017-04-13;10:05:56:2749;2229;18;0;510;67;0;0;0;
2017-04-13;10:05:56:2912;2239;11;0;506;66;0;0;0;
2017-04-13;10:05:56:3083;2249;15;0;498;69;0;0;0;
2017-04-13;10:05:56:3083;2259;14;0;494;69;0;0;0;
2017-04-13;10:05:56:3247;2269;12;0;490;66;0;0;0;
2017-04-13;10:05:56:3431;2279;3;0;486;64;0;0;0;
2017-04-13;10:05:56:3431;2289;18;0;484;69;0;3;0;
2017-04-13;10:05:56:3575;2299;6;0;482;69;0;0;0;
2017-04-13;10:05:56:3575;2309;21;0;483;66;0;0;0;
2017-04-13;10:05:56:3744;2319;0;0;485;66;0;0;0;
2017-04-13;10:05:56:3744;2329;17;0;486;67;0;0;0;
2017-04-13;10:05:56:3912;2339;1;0;490;65;0;0;0;
2017-04-13;10:05:56:4074;2349;13;0;492;66;0;0;0;
2017-04-13;10:05:56:4074;2359;3;0;496;65;0;0;0;
2017-04-13;10:05:56:4237;2369;10;0;500;68;0;0;3;
2017-04-13;10:05:56:4237;2379;0;0;503;67;0;0;0;
2017-04-13;10:05:56:4405;2390;6;0;506;68;0;3;1;
2017-04-13;10:05:56:4572;2400;13;502;509;67;0;0;0;
2017-04-13;10:05:56:4572;2410;33;0;510;67;0;0;0;
2017-04-13;10:05:56:4740;2420;0;0;511;64;0;0;0;
2017-04-13;10:05:56:4903;2430;18;0;511;67;0;0;0;
2017-04-13;10:05:56:4903;2440;10;0;511;68;1;0;0;
2017-04-13;10:05:56:5070;2450;11;0;511;68;0;3;0;
2017-04-13;10:05:56:5070;2460;17;0;510;64;0;0;0;
2017-04-13;10:05:56:5234;2470;1;0;510;69;0;0;0;
2017-04-13;10:05:56:5396;2480;20;0;509;67;0;0;0;
2017-04-13;10:05:56:5396;2490;8;0;508;69;0;0;1;
2017-04-13;10:05:56:5568;2500;0;0;506;62;2;0;0;
2017-04-13;10:05:56:5568;2510;9;0;505;65;0;1;1;
2017-04-13;10:05:56:5731;2520;4;0;504;64;0;0;0;
2017-04-13;10:05:56:5898;2530;18;0;504;65;0;0;0;
2017-04-13;10:05:56:5898;2540;0;0;504;69;0;0;0;
2017-04-13;10:05:56:6062;2550;0;0;505;64;0;2;0;
2017-04-13;10:05:56:6062;2560;0;0;505;69;0;0;0;
2017-04-13;10:05:56:6225;2570;13;0;506;70;0;0;0;
2017-04-13;10:05:56:6393;2580;14;0;506;70;0;0;0;
2017-04-13;10:05:56:6393;2590;4;0;505;63;3;0;3;
2017-04-13;10:05:56:6557;2600;5;0;505;61;0;0;0;
2017-04-13;10:05:56:6725;2610;24;0;505;68;0;0;0;
2017-04-13;10:05:56:6725;2620;22;0;506;69;0;0;0;
2017-04-13;10:05:56:6892;2630;15;0;506;65;0;1;0;
2017-04-13;10:05:56:6892;2640;9;0;507;64;0;0;0;
2017-04-13;10:05:56:7074;2650;22;0;507;65;1;0;0;
2017-04-13;10:05:56:7074;2660;17;0;507;63;0;0;0;
2017-04-13;10:05:56:7223;2670;10;0;507;71;0;0;0;
2017-04-13;10:05:56:7388;2680;10;0;509;66;0;0;0;
2017-04-13;10:05:56:7388;2690;7;0;509;66;0;3;0;
2017-04-13;10:05:56:7560;2700;0;0;510;63;0;0;0;
2017-04-13;10:05:56:7560;2710;10;0;509;66;0;0;0;
2017-04-13;10:05:56:7718;2720;14;0;509;65;1;0;0;
2017-04-13;10:05:56:7888;2731;2;0;507;66;0;0;0;
2017-04-13;10:05:56:7888;2741;9;0;507;70;0;0;0;
2017-04-13;10:05:56:8048;2751;14;0;506;70;3;0;0;
2017-04-13;10:05:56:8222;2761;21;0;505;66;0;0;0;
2017-04-13;10:05:56:8222;2771;10;0;503;68;0;2;0;
2017-04-13;10:05:56:8383;2781;12;0;503;70;0;0;1;
2017-04-13;10:05:56:8383;2791;25;0;502;64;0;0;0;
2017-04-13;10:05:56:8549;2801;4;0;502;65;0;0;0;
2017-04-13;10:05:56:8712;2811;2;0;502;65;0;1;0;
2017-04-13;10:05:56:8712;2821;0;0;503;69;0;2;0;
2017-04-13;10:05:56:8878;2831;23;429;506;68;0;0;0;
2017-04-13;10:05:56:8878;2841;6;0;508;68;0;0;0;
2017-04-13;10:05:56:9045;2851;19;0;509;65;2;0;0;
2017-04-13;10:05:56:9207;2861;2;0;510;66;0;1;2;
2017-04-13;10:05:56:9212;2871;13;0;511;70;0;1;0;
2017-04-13;10:05:56:9379;2881;9;0;513;68;0;0;0;
2017-04-13;10:05:56:9379;2891;18;0;513;72;0;2;3;
2017-04-13;10:05:56:9539;2902;4;0;512;69;0;0;1;
2017-04-13;10:05:56:9705;2912;8;0;512;67;0;0;0;
2017-04-13;10:05:56:9705;2922;0;0;511;67;0;0;0;
2017-04-13;10:05:56:9872;2932;0;0;511;65;0;0;0;
2017-04-13;10:05:57:0055;2942;0;0;512;63;0;1;0;
2017-04-13;10:05:57:0055;2952;13;0;511;67;1;0;0;
2017-04-13;10:05:57:0205;2962;8;0;511;65;0;0;2;
2017-04-13;10:05:57:0205;2972;0;0;509;62;0;0;0;
2017-04-13;10:05:57:0367;2982;20;0;509;64;0;2;0;
2017-04-13;10:05:57:0537;2992;11;0;508;64;0;0;0;
2017-04-13;10:05:57:0537;3002;13;0;506;64;0;0;0;
2017-04-13;10:05:57:0700;3012;14;0;507;69;0;0;0;
2017-04-13;10:05:57:0700;3022;4;0;508;69;0;0;0;
2017-04-13;10:05:57:0870;3032;20;0;510;65;1;0;0;
2017-04-13;10:05:57:0870;3042;5;0;511;66;0;4;0;
2017-04-13;10:05:57:1031;3052;9;0;512;69;0;1;2;
2017-04-13;10:05:57:1199;3062;7;0;515;64;0;0;0;
2017-04-13;10:05:57:1199;3072;34;0;516;65;3;0;0;
2017-04-13;10:05:57:1534;3082;0;0;516;65;1;0;0;
2017-04-13;10:05:57:1534;3092;17;0;515;64;1;0;3;
2017-04-13;10:05:57:1534;3102;9;0;514;65;0;0;0;
2017-04-13;10:05:57:1619;3112;15;0;513;64;0;3;1;
2017-04-13;10:05:57:1786;3122;21;0;512;67;0;0;0;
2017-04-13;10:05:57:1786;3132;18;0;512;66;0;0;0;
2017-04-13;10:05:57:1951;3142;0;0;513;66;0;1;0;
2017-04-13;10:05:57:2116;3152;9;0;513;65;0;0;0;
2017-04-13;10:05:57:2116;3162;14;0;514;64;0;0;2;
2017-04-13;10:05:57:2284;3172;19;0;512;69;0;0;2;
2017-04-13;10:05:57:2284;3182;10;0;513;66;0;0;2;
2017-04-13;10:05:57:2447;3192;2;0;511;69;0;0;0;
2017-04-13;10:05:57:2612;3202;11;0;510;63;0;0;0;
2017-04-13;10:05:57:2612;3212;1;0;509;65;2;0;0;
2017-04-13;10:05:57:2779;3222;0;0;511;70;0;0;0;
2017-04-13;10:05:57:2946;3232;0;0;510;70;0;0;1;
2017-04-13;10:05:57:2951;3243;7;0;510;69;1;3;0;
2017-04-13;10:05:57:3117;3253;26;0;511;65;0;0;0;
2017-04-13;10:05:57:3117;3263;24;0;511;64;0;0;0;
2017-04-13;10:05:57:3277;3273;18;0;513;62;1;0;0;
2017-04-13;10:05:57:3441;3283;9;0;513;67;0;0;2;
2017-04-13;10:05:57:3441;3293;14;0;512;64;0;5;0;
2017-04-13;10:05:57:3632;3303;5;0;512;69;2;3;0;
2017-04-13;10:05:57:3632;3313;14;0;512;66;0;0;0;
2017-04-13;10:05:57:3774;3323;1;0;511;67;0;0;0;
2017-04-13;10:05:57:3774;3333;41;0;511;70;0;0;0;
2017-04-13;10:05:57:3939;3343;3;0;509;68;1;0;3;
2017-04-13;10:05:57:4107;3353;13;0;509;64;0;0;0;
2017-04-13;10:05:57:4107;3363;3;0;510;65;0;0;0;
2017-04-13;10:05:57:4269;3373;30;0;508;65;0;0;0;
2017-04-13;10:05:57:4269;3383;7;0;508;68;0;0;0;
2017-04-13;10:05:57:4437;3393;2;0;507;67;0;0;0;
2017-04-13;10:05:57:4602;3403;15;0;508;66;0;0;0;
2017-04-13;10:05:57:4602;3414;0;0;508;68;0;3;1;
2017-04-13;10:05:57:4767;3424;0;0;509;68;0;0;0;
2017-04-13;10:05:57:4933;3434;2;0;509;65;0;1;0;
2017-04-13;10:05:57:4933;3444;6;0;508;69;0;2;0;
2017-04-13;10:05:57:5098;3454;4;0;508;70;0;0;0;
2017-04-13;10:05:57:5098;3464;11;0;508;65;0;0;0;
2017-04-13;10:05:57:5263;3474;10;0;507;67;0;0;0;
2017-04-13;10:05:57:5433;3484;0;0;505;63;0;0;2;
2017-04-13;10:05:57:5433;3494;16;0;506;66;0;0;0;
2017-04-13;10:05:57:5598;3504;13;0;506;66;0;0;2;
2017-04-13;10:05:57:5598;3514;15;0;506;65;0;0;0;
2017-04-13;10:05:57:5763;3524;1;0;507;66;0;0;0;
2017-04-13;10:05:57:5928;3534;0;0;508;62;0;4;0;
2017-04-13;10:05:57:5928;3544;8;0;509;67;0;0;1;
2017-04-13;10:05:57:6093;3554;19;0;512;64;0;0;0;
2017-04-13;10:05:57:6258;3564;0;0;511;70;0;0;0;
2017-04-13;10:05:57:6258;3574;3;0;509;64;0;0;0;
2017-04-13;10:05:57:6424;3584;8;0;508;70;0;0;0;
2017-04-13;10:05:57:6424;3594;6;0;507;65;0;0;1;
2017-04-13;10:05:57:6589;3604;2;0;506;64;0;0;0;
2017-04-13;10:05:57:6754;3614;20;0;510;68;0;3;0;
2017-04-13;10:05:57:6754;3624;0;0;511;66;0;0;1;
2017-04-13;10:05:57:6925;3634;10;0;513;67;0;0;0;
2017-04-13;10:05:57:6925;3644;28;0;513;64;2;0;0;
2017-04-13;10:05:57:7089;3654;10;0;513;68;0;4;0;
2017-04-13;10:05:57:7255;3664;10;0;511;63;0;0;2;
2017-04-13;10:05:57:7255;3674;22;0;510;64;0;0;1;
2017-04-13;10:05:57:7421;3684;8;0;509;66;0;0;1;
2017-04-13;10:05:57:7421;3694;13;0;510;62;0;0;1;
2017-04-13;10:05:57:7584;3704;0;0;511;68;0;0;0;
2017-04-13;10:05:57:7584;3714;18;0;511;66;0;0;0;
2017-04-13;10:05:57:7748;3724;23;0;510;70;0;0;0;
2017-04-13;10:05:57:7914;3734;8;0;508;63;0;0;0;
2017-04-13;10:05:57:7914;3744;20;0;508;65;0;2;0;
2017-04-13;10:05:57:8079;3755;6;0;508;67;0;0;0;
2017-04-13;10:05:57:8247;3765;4;0;508;69;0;0;0;
2017-04-13;10:05:57:8247;3775;0;0;509;67;0;0;0;
2017-04-13;10:05:57:8412;3785;0;0;510;68;0;0;0;
2017-04-13;10:05:57:8412;3795;0;0;511;65;0;0;0;
2017-04-13;10:05:57:8582;3805;3;0;511;69;0;0;0;
2017-04-13;10:05:57:8741;3815;14;0;510;64;2;0;0;
2017-04-13;10:05:57:8741;3825;20;0;508;65;0;0;0;
2017-04-13;10:05:57:8909;3835;5;0;508;70;0;0;1;
2017-04-13;10:05:57:8909;3845;4;0;507;63;2;0;0;
2017-04-13;10:05:57:9076;3855;0;0;507;64;0;0;0;
2017-04-13;10:05:57:9243;3865;0;0;507;66;0;1;0;
2017-04-13;10:05:57:9243;3875;1;0;507;63;0;3;0;
2017-04-13;10:05:57:9406;3885;5;0;506;68;0;3;0;
2017-04-13;10:05:57:9406;3895;4;0;506;66;0;0;0;
2017-04-13;10:05:57:9576;3905;20;0;505;65;0;0;0;
2017-04-13;10:05:57:9736;3915;0;0;505;64;0;0;2;
2017-04-13;10:05:57:9736;3926;24;0;504;69;0;0;1;
2017-04-13;10:05:57:9942;3936;0;0;503;63;0;0;0;
2017-04-13;10:05:57:9942;3946;15;0;504;66;0;0;0;
2017-04-13;10:05:58:0071;3956;9;0;502;63;0;0;0;
2017-04-13;10:05:58:0235;3966;10;0;501;65;0;0;1;
2017-04-13;10:05:58:0235;3976;8;0;501;66;0;0;0;
2017-04-13;10:05:58:0398;3986;3;0;501;67;0;0;0;
2017-04-13;10:05:58:0565;3996;0;0;501;65;0;0;0;
2017-04-13;10:05:58:0565;4006;24;0;500;66;0;0;1;
2017-04-13;10:05:58:0729;4016;0;0;500;64;0;0;1;
2017-04-13;10:05:58:0729;4026;14;0;499;67;0;0;0;
2017-04-13;10:05:58:0897;4036;0;0;498;64;0;0;0;
2017-04-13;10:05:58:1068;4046;27;0;500;65;0;0;0;
2017-04-13;10:05:58:1068;4056;0;0;501;63;0;0;0;
2017-04-13;10:05:58:1230;4066;0;0;500;63;0;0;0;
2017-04-13;10:05:58:1230;4076;0;0;501;68;0;0;0;
2017-04-13;10:05:58:1441;4086;9;0;499;69;0;0;0;
2017-04-13;10:05:58:1441;4096;5;0;499;65;0;0;0;
2017-04-13;10:05:58:1559;4106;20;0;501;68;0;0;0;
2017-04-13;10:05:58:1726;4116;25;0;502;66;0;0;0;
2017-04-13;10:05:58:1726;4126;6;0;503;67;0;0;0;
